RESDATE,QBFDEP,BIDCITY,BIDSTATE,CLOSCD,BSTATUS,PSTALP,COMMENTS,CITYST,COSTMOSTRECENTASOF,RESTYPE,URL,PTRDATE,COST,QBFASSET,UNINSDEP,ID,TERMI,FAILYR,CHCLASS,FUND,BANKNO,BIDNAME,FIN,FAILDATE,SAVR,RESTYPE1,CHCLASS1,NAME,FSL_PROG,CITY,CERT,BRDATE
2/10/2012,171365.0,MUNCIE,IN,TATNN,I,IN,,"SHELBYVILLE, IN",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/scbbank.html,,38269.0,182561.0,,3325,T,2012,SB,5,,"FIRST MERCHANTS BANK, NATIONAL ASSOCIATION",10425,2/10/2012,DIF,PA,SB,SCB BANK,,SHELBYVILLE,29761.0,
1/27/2012,378309.0,WINTER HAVEN,FL,TASNN,I,FL,,"JACKSONVILLE, FL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fgbtcj.html,,54383.0,397082.0,,3319,T,2012,NM,5,,"CENTERSTATE BANK OF FLORIDA, NATIONAL ASSOCIATION",10421,1/27/2012,DIF,PA,NM,FIRST GUARANTY BANK AND TRUST COMPANY OF JACKSONVILLE,,JACKSONVILLE,16579.0,
1/27/2012,259571.0,CINCINNATI,OH,TABNN,I,TN,,"KNOXVILLE, TN",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/bankeast.html,,74064.0,261947.0,,3320,T,2012,SM,5,,U.S. BANK NATIONAL ASSOCIATION,10420,1/27/2012,DIF,PA,SM,BANKEAST,,KNOXVILLE,19869.0,
1/27/2012,102833.0,SAVAGE,MN,TASNN,I,MN,,"FOREST LAKE, MN",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/patriot-mn.html,,35346.0,105029.0,,3321,T,2012,NM,5,,FIRST RESOURCE BANK,10422,1/27/2012,DIF,PA,NM,PATRIOT BANK MINNESOTA,,FOREST LAKE,34823.0,
1/27/2012,1037716.0,LOUISVILLE,KY,TASNN,I,TN,,"FRANKLIN, TN",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/tcb.html,,351815.0,1009154.0,,3322,T,2012,NM,5,,REPUBLIC BANK & TRUST COMPANY,10423,1/27/2012,DIF,PA,NM,TENNESSEE COMMERCE BANK,,FRANKLIN,35296.0,
1/20/2012,509065.0,HOSCHTON,GA,TASNN,I,GA,,"STOCKBRIDGE, GA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firststatebank-ga.html,,192145.0,516760.0,,3316,T,2012,NM,5,,HAMILTON STATE BANK,10419,1/20/2012,DIF,PA,NM,THE FIRST STATE BANK,,STOCKBRIDGE,19252.0,
1/20/2012,17548.0,ROCKVILLE,MD,TATNN,I,PA,,"BOOTHWYN, PA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/americaneagle.html,,4671.0,19259.0,,3317,T,2012,SB,5,,"CAPITAL BANK, NATIONAL ASSOCIATION",10417,1/20/2012,DIF,PA,SB,AMERICAN EAGLE SAVINGS BANK,,BOOTHWYN,31581.0,
1/20/2012,71080.0,WINTER HAVEN,FL,TASNN,I,FL,,"BELLEVIEW, FL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/cfsb.html,,13697.0,71485.0,,3318,T,2012,NM,5,,"CENTERSTATE BANK OF FLORIDA, NATIONAL ASSOCIATION",10418,1/20/2012,DIF,PA,NM,CENTRAL FLORIDA STATE BANK,,BELLEVIEW,57186.0,
12/16/2011,144491.0,SEATTLE,WA,TANNN,I,AZ,,"PHOENIX, AZ",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/westernnatl.html,,41735.0,162872.0,,3314,T,2011,N,5,,WASHINGTON FEDERAL,10416,12/16/2011,DIF,PA,N,WESTERN NATIONAL BANK,,PHOENIX,57917.0,
12/16/2011,112050.0,PANAMA CITY,FL,TASNN,I,FL,,"CRESTVIEW, FL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/premier-fl.html,,25065.0,125976.0,,3315,T,2011,NM,5,,"SUMMIT BANK, NATIONAL ASSOCIATION",10415,12/16/2011,DIF,PA,NM,PREMIER COMMUNITY BANK OF THE EMERALD COAST,,CRESTVIEW,58343.0,
11/18/2011,81967.0,GRINNELL,IA,TASNN,I,IA,,"JOHNSTON, IA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/polkcounty.html,,16053.0,91580.0,,3311,T,2011,NM,5,,GRINNELL STATE BANK,10414,11/18/2011,DIF,PA,NM,POLK COUNTY BANK,,JOHNSTON,14194.0,
11/18/2011,347720.0,NEW ORLEANS,LA,TASNN,I,LA,,"LACOMBE, LA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/centralprog.html,,48824.0,383132.0,,3313,T,2011,NM,5,,FIRST NBC BANK,10413,11/18/2011,DIF,PA,NM,CENTRAL PROGRESSIVE BANK,,LACOMBE,19657.0,
11/10/2011,55906.0,CARTERSVILLE,GA,TASNN,I,GA,,"ROCKMART, GA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/rockmart.html,,20301.0,62383.0,,3310,T,2011,NM,5,,CENTURY BANK OF GEORGIA,10412,11/10/2011,DIF,PA,NM,COMMUNITY BANK OF ROCKMART,,ROCKMART,57860.0,
11/4/2011,105461.0,PURDUM,NE,TASNN,I,NE,,"OMAHA, NE",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/midcity.html,,10944.0,106075.0,,3308,T,2011,NM,5,,PURDUM STATE BANK,10410,11/4/2011,DIF,PA,NM,"MID CITY BANK, INC.",,OMAHA,19397.0,
11/4/2011,169135.0,LOGAN,UT,TASNN,I,UT,,"SAINT GEORGE, UT",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/sunfirst.html,,43575.0,198081.0,,3309,T,2011,NM,5,,CACHE VALLEY BANK,10411,11/4/2011,DIF,PA,NM,SUNFIRST BANK,,SAINT GEORGE,57087.0,
10/28/2011,30542.0,CHICAGO,IL,TASNN,I,IL,,"DES PLAINES, IL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/allamerican.html,,13753.0,34800.0,,3307,T,2011,NM,5,,INTERNATIONAL BANK OF CHICAGO,10409,10/28/2011,DIF,PA,NM,ALL AMERICAN BANK,,DES PLAINES,57759.0,
10/21/2011,1239630.0,KANSAS CITY,MO,TABNN,I,CO,,"GREENWOOD VILLAGE, CO",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/commbanksco.html,,169247.0,1280964.0,,3303,T,2011,SM,5,,"BANK MIDWEST, NATIONAL ASSOCIATION",10405,10/21/2011,DIF,PA,SM,COMMUNITY BANKS OF COLORADO,,GREENWOOD VILLAGE,21132.0,
10/21/2011,172042.0,ATLANTA,GA,TASNN,I,GA,,"DECATUR, GA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/decatur.html,,24568.0,184750.0,,3304,T,2011,NM,5,,FIDELITY BANK,10407,10/21/2011,DIF,PA,NM,DECATUR FIRST BANK,,DECATUR,34392.0,
10/21/2011,157808.0,MACON,GA,TASNN,I,GA,,"JONESBORO, GA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/commcapbk.html,,64965.0,165291.0,,3305,T,2011,NM,5,,STATE BANK AND TRUST COMPANY,10406,10/21/2011,DIF,PA,NM,COMMUNITY CAPITAL BANK,,JONESBORO,57036.0,
10/21/2011,212184.0,BOCA RATON,FL,TASNN,I,FL,,"CLEARWATER, FL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/oldharbor.html,,26299.0,209048.0,,3306,T,2011,NM,5,,1st UNITED BANK,10408,10/21/2011,DIF,PA,NM,OLD HARBOR BANK,,CLEARWATER,57537.0,
10/14/2011,159628.0,THOMASVILLE,NC,TAMNN,I,NC,,"ASHEVILLE, NC",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/blueridge.html,,44112.0,161430.0,,3298,T,2011,SI,5,,BANK OF NORTH CAROLINA,10401,10/14/2011,DIF,PA,SI,"BLUE RIDGE SAVINGS BANK, INC.",,ASHEVILLE,32347.0,
10/14/2011,180835.0,MILAN,IL,TASNN,I,IL,,"ALEDO, IL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/countrybank.html,,69305.0,195034.0,,3299,T,2011,NM,5,,BLACKHAWK BANK & TRUST,10402,10/14/2011,DIF,PA,NM,COUNTRY BANK,,ALEDO,35395.0,
10/14/2011,178773.0,MACON,GA,TASNN,I,GA,,"GRAY, GA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/piedmont-ga.html,,88194.0,198993.0,,3300,T,2011,NM,5,,STATE BANK AND TRUST COMPANY,10404,10/14/2011,DIF,PA,NM,PIEDMONT COMMUNITY BANK,,GRAY,57256.0,
10/14/2011,188099.0,STATEN ISLAND,NY,TASNN,I,NJ,,"CRANFORD, NJ",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firststatebank-nj.html,,45629.0,191852.0,,3302,T,2011,NM,5,,NORTHFIELD BANK,10403,10/14/2011,DIF,PA,NM,FIRST STATE BANK,,CRANFORD,58046.0,
10/7/2011,384120.0,STILLWATER,MN,TASNN,I,MN,,"WYOMING, MN",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/riverbank.html,,71176.0,419723.0,,3296,T,2011,NM,5,,CENTRAL BANK,10399,10/7/2011,DIF,PA,NM,THE RIVERBANK,,WYOMING,10216.0,
10/7/2011,280649.0,REEDS SPRING,MO,TASNN,I,MO,,"ELLINGTON, MO",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/sunsecurity.html,,93109.0,351492.0,,3297,T,2011,NM,5,,GREAT SOUTHERN BANK,10400,10/7/2011,DIF,PA,NM,SUN SECURITY BANK,,ELLINGTON,20115.0,
9/30/2011,208775.0,HOUSTON,TX,TASNN,I,TX,,"PLANO, TX",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstintlbank.html,,58022.0,239916.0,,3295,T,2011,NM,5,,AMERICAN FIRST NATIONAL BANK,10398,9/30/2011,DIF,PA,NM,FIRST INTERNATIONAL BANK,,PLANO,33513.0,
9/23/2011,901845.0,MOUNT OLIVE,NC,TABNN,I,VA,,"NORFOLK, VA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/boc-va.html,,238719.0,985096.0,,3293,T,2011,SM,5,,SOUTHERN BANK AND TRUST COMPANY,10396,9/23/2011,DIF,PA,SM,BANK OF THE COMMONWEALTH,,NORFOLK,20408.0,
9/23/2011,253079.0,CHICO,CA,TASNN,I,CA,,"NEVADA CITY, CA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/cbnc.html,,40895.0,288765.0,,3294,T,2011,NM,5,,TRI COUNTIES BANK,10397,9/23/2011,DIF,PA,NM,CITIZENS BANK OF NORTHERN CALIFORNIA,,NEVADA CITY,33983.0,
9/9/2011,280095.0,WEST POINT,GA,TANNN,I,FL,,"MILTON, FL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fnbf.html,,75749.0,296841.0,,3292,T,2011,N,5,,CHARTERBANK,10395,9/9/2011,DIF,PA,N,THE FIRST NATIONAL BANK OF FLORIDA,,MILTON,25155.0,
9/2/2011,96583.0,ATLANTA,GA,TASNN,I,GA,"Unexpected difference between PO_COST and RESCOST is that it was a linked bid.  Across the linked bids, RESCOST<PO_COST","WOODSTOCK, GA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/creekside.html,,33845.0,102338.0,,3289,T,2011,NM,5,,GEORGIA COMMERCE BANK,10393,9/2/2011,DIF,PA,NM,CREEKSIDE BANK,,WOODSTOCK,58226.0,
9/2/2011,140612.0,ATLANTA,GA,TASNN,I,GA,,"CUMMING, GA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/patriot.html,,54248.0,150751.0,,3291,T,2011,NM,5,,GEORGIA COMMERCE BANK,10394,9/2/2011,DIF,PA,NM,PATRIOT BANK OF GEORGIA,,CUMMING,58273.0,
8/19/2011,1253835.0,MIAMI,FL,TATNN,A,FL,,"PALM BEACH, FL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/lydian.html,,187814.0,1700117.0,,3286,,2011,SB,5,,"SABADELL UNITED BANK, NATIONAL ASSOCIATION",10392,8/19/2011,DIF,PA,SB,LYDIAN PRIVATE BANK,,PALM BEACH,35356.0,
8/19/2011,137215.0,OAK BROOK,IL,TASNN,I,IL,,"GENEVA, IL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstchoice-il.html,,34064.0,141016.0,,3287,T,2011,NM,5,,INLAND BANK & TRUST,10390,8/19/2011,DIF,PA,NM,FIRST CHOICE BANK,,GENEVA,57212.0,
8/19/2011,159673.0,ALBANY,GA,TANNN,I,GA,,"STATESBORO, GA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstsouthern-ga.html,,22171.0,164599.0,,3288,T,2011,N,5,,HERITAGE BANK OF THE SOUTH,10391,8/19/2011,DIF,PA,N,FIRST SOUTHERN NATIONAL BANK,,STATESBORO,57239.0,
8/18/2011,45770.0,ROCKVILLE,MD,TAMNN,I,PA,,"HUNTINGDON VALLEY, PA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/publicsvgs.html,,15828.0,46818.0,,3285,T,2011,SI,5,,"CAPITAL BANK, NATIONAL ASSOCIATION",10389,8/18/2011,DIF,PA,SI,PUBLIC SAVINGS BANK,,HUNTINGDON VALLEY,34130.0,
8/12/2011,524290.0,CLAYTON,MO,TANNN,I,KS,,"OLATHE, KS",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fnbo.html,,103328.0,538091.0,,3284,T,2011,N,5,,ENTERPRISE BANK & TRUST,10388,8/12/2011,DIF,PA,N,THE FIRST NATIONAL BANK OF OLATHE,,OLATHE,4744.0,
8/5/2011,515732.0,TACOMA,WA,TABNN,I,WA,,"COLFAX, WA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/whitman.html,,100914.0,548570.0,,3282,T,2011,SM,5,,COLUMBIA STATE BANK,10387,8/5/2011,DIF,PA,SM,BANK OF WHITMAN,,COLFAX,22528.0,
8/5/2011,104021.0,BLOOMINGTON,IL,TASNN,I,IL,,"SHOREWOOD, IL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/shorewood.html,,29378.0,110723.0,,3283,T,2011,NM,5,,HEARTLAND BANK  AND TRUST COMPANY,10386,8/5/2011,DIF,PA,NM,BANK OF SHOREWOOD,,SHOREWOOD,22637.0,
7/29/2011,1693592.0,EVANSVILLE,IN,TANNN,A,IN,,"EVANSVILLE, IN",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/integra.html,,30575.0,1994430.0,,3278,,2011,N,5,,OLD NATIONAL BANK,10384,7/29/2011,DIF,PA,N,INTEGRA BANK NATIONAL ASSOCIATION,,EVANSVILLE,4392.0,
7/29/2011,209737.0,ORANGEBURG,SC,TANNN,I,SC,,"COLUMBIA, SC",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/bankmeridian.html,,49181.0,232648.0,,3280,T,2011,N,5,,SCBT NATIONAL ASSOCIATION,10383,7/29/2011,DIF,PA,N,"BANKMERIDIAN, N.A.",,COLUMBIA,58222.0,
7/29/2011,72955.0,RICHMOND,VA,TABNN,I,VA,,"RICHMOND, VA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/vbb.html,,19851.0,83493.0,,3281,T,2011,SM,5,,XENITH BANK,10385,7/29/2011,DIF,PA,SM,VIRGINIA BUSINESS BANK,,RICHMOND,58283.0,
7/22/2011,818670.0,KANSAS CITY,MO,TASNN,I,CO,,"GREELEY, CO",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/bankofchoice.html,,135593.0,954106.0,,3275,T,2011,NM,5,,"BANK MIDWEST, NATIONAL ASSOCIATION",10380,7/22/2011,DIF,PA,NM,BANK OF CHOICE,,GREELEY,2994.0,
7/22/2011,244362.0,TAMPA,FL,TABNN,I,FL,,"SARASOTA, FL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/landmark.html,,37389.0,266482.0,,3276,T,2011,SM,5,,AMERICAN MOMENTUM BANK,10381,7/22/2011,DIF,PA,SM,LANDMARK BANK OF FLORIDA,,SARASOTA,35244.0,
7/22/2011,41434.0,TAMPA,FL,TASNN,I,FL,,"APOLLO BEACH, FL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/southshore.html,,11403.0,41252.0,,3277,T,2011,NM,5,,AMERICAN MOMENTUM BANK,10382,7/22/2011,DIF,PA,NM,SOUTHSHORE COMMUNITY BANK,,APOLLO BEACH,58056.0,
7/15/2011,177221.0,MOULTRIE,GA,TASNN,I,GA,,"STOCKBRIDGE, GA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/hightrust.html,,70772.0,180340.0,,3271,T,2011,NM,5,,AMERIS BANK,10377,7/15/2011,DIF,PA,NM,HIGH TRUST BANK,,STOCKBRIDGE,19554.0,
7/15/2011,207621.0,MIAMI,FL,TASNN,I,FL,,"PORT SAINT LUCIE, FL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstpeoples.html,,13110.0,225035.0,,3272,T,2011,NM,5,,"PREMIER AMERICAN BANK, NATIONAL ASSOCIATION",10376,7/15/2011,DIF,PA,NM,FIRST PEOPLES BANK,,PORT SAINT LUCIE,34870.0,
7/15/2011,67471.0,YUMA,AZ,TASNN,I,AZ,,"PRESCOTT, AZ",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/summitbank.html,,14868.0,73066.0,,3273,T,2011,NM,5,,THE FOOTHILLS BANK,10379,7/15/2011,DIF,PA,NM,SUMMIT BANK,,PRESCOTT,57442.0,
7/15/2011,158123.0,MOULTRIE,GA,TASNN,I,GA,,"ATLANTA, GA",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/onegeorgia.html,,40555.0,177715.0,,3274,T,2011,NM,5,,AMERIS BANK,10378,7/15/2011,DIF,PA,NM,ONE GEORGIA BANK,,ATLANTA,58238.0,
7/8/2011,830530.0,NORTHBROOK,IL,TABNN,I,IL,,"CHICAGO, IL",29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstchicago.html,,192899.0,896864.0,,3267,T,2011,SM,5,,NORTHBROOK BANK AND TRUST COMPANY,10374,7/8/2011,DIF,PA,SM,FIRST CHICAGO BANK & TRUST,,CHICAGO,27935.0,
