Date_of_resolution,Quasi-bid_deposits,Postal_code,Cost_recent_date,Resolution_type,URL_link,Quasi-bid_assets,Identification,Year_of_failure,Charter_class,Fund,Financial_institution_number,Date_of_failure,Savings_ratio,Additional_resolution_info,Additional_charter_class_info,Bank_Name,City,Certification,State
2020-10-23,64941.0,KS,29FEB2024,FAILURE,https://www.fdic.gov/news/press-releases/2020/pr20119.html,65733.0,3452,2020,NM,5,10538,2020-10-23,DIF,PA,NM,ALMENA STATE BANK,ALMENA,15426.0,KS
2020-10-16,133936.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/news/press-releases/2020/pr20112.html,136566.0,3451,2020,NM,5,10537,2020-10-16,DIF,PA,NM,FIRST CITY BANK OF FLORIDA,FORT WALTON BEACH,16748.0,FL
2020-04-03,143102.0,WV,29FEB2024,FAILURE,https://www.fdic.gov/news/news/press/2020/pr20046.html,151808.0,3450,2020,NM,5,10536,2020-04-03,DIF,PA,NM,THE FIRST STATE BANK,BARBOURSVILLE,14361.0,WV
2020-02-14,95159.0,NE,29FEB2024,FAILURE,https://www.fdic.gov/news/news/press/2020/pr20011.html,100879.0,3449,2020,NM,5,10535,2020-02-14,DIF,PA,NM,ERICSON STATE BANK,ERICSON,18265.0,NE
2019-11-01,111234.0,NJ,29FEB2024,FAILURE,https://www.fdic.gov/news/news/press/2019/pr19101.html,120574.0,3448,2019,N,5,10534,2019-11-01,DIF,PA,N,CITY NATIONAL BANK OF NEW JERSEY,NEWARK,21111.0,NJ
2019-10-25,25174.0,KY,29FEB2024,FAILURE,https://www.fdic.gov/news/news/press/2019/pr19096.html,28163.0,3444,2019,NM,5,10532,2019-10-25,DIF,PA,NM,LOUISA COMMUNITY BANK,LOUISA,58112.0,KY
2019-10-25,22885.0,OH,29FEB2024,FAILURE,https://www.fdic.gov/news/news/press/2019/pr19097.html,23292.0,3445,2019,SB,5,10533,2019-10-25,DIF,PA,SB,RESOLUTE BANK,MAUMEE,58317.0,OH
2019-05-31,31254.0,TX,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/enloe.html,36738.0,3443,2019,NM,5,10531,2019-05-31,DIF,PI,NM,ENLOE STATE BANK,COOPER,10716.0,TX
2017-12-15,143964.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/wafedbank.html,166345.0,3442,2017,SB,5,10530,2017-12-15,DIF,PI,SB,WASHINGTON FEDERAL BANK FOR SAVINGS,CHICAGO,30570.0,IL
2017-10-13,27466.0,KS,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fmstatebank.html,33012.0,3441,2017,NM,5,10529,2017-10-13,DIF,PA,NM,THE FARMERS AND MERCHANTS STATE BANK OF ARGONIA,ARGONIA,17719.0,KS
2017-05-26,33972.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fayettecounty.html,34370.0,3440,2017,SM,5,10528,2017-05-26,DIF,PA,SM,FAYETTE COUNTY BANK,SAINT ELMO,1802.0,IL
2017-05-05,1002026.0,WI,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/guaranty.html,1031900.0,3439,2017,SB,5,10527,2017-05-05,DIF,PA,SB,GUARANTY BANK,MILWAUKEE,30003.0,WI
2017-04-28,3032208.0,LA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstnbc.html,3325870.0,3438,2017,NM,5,10526,2017-04-28,DIF,PA,NM,FIRST NBC BANK,NEW ORLEANS,58302.0,LA
2017-03-03,65042.0,UT,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/proficio.html,68208.0,3437,2017,NM,5,10525,2017-03-03,DIF,PA,NM,PROFICIO BANK,COTTONWOOD HEIGHTS,35495.0,UT
2017-01-27,256505.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/seaway.html,297809.0,3436,2017,NM,5,10524,2017-01-27,DIF,PA,NM,SEAWAY BANK AND TRUST COMPANY,CHICAGO,19328.0,IL
2017-01-13,122177.0,NJ,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/harvestcomm.html,124223.0,3434,2017,NM,5,10523,2017-01-13,DIF,PA,NM,HARVEST COMMUNITY BANK,PENNSVILLE,34951.0,NJ
2016-09-23,64713.0,AR,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/alliedbank.html,66336.0,3433,2016,SM,5,10522,2016-09-23,DIF,PA,SM,ALLIED BANK,MULBERRY,91.0,AR
2016-08-19,21122.0,GA,29FEB2024,FAILURE,https://fdic.gov/bank/individual/failed/woodburybank.html,21426.0,3432,2016,NM,5,10521,2016-08-19,DIF,PA,NM,THE WOODBURY BANKING COMPANY,WOODBURY,11297.0,GA
2016-05-06,101040.0,PA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstcornerstone.html,103307.0,3431,2016,NM,5,10520,2016-05-06,DIF,PA,NM,FIRST CORNERSTONE BANK,KING OF PRUSSIA,35312.0,PA
2016-04-29,20148.0,TN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/trustco.html,18998.0,3430,2016,NM,5,10519,2016-04-29,DIF,PA,NM,TRUST COMPANY BANK,MEMPHIS,9956.0,TN
2016-03-11,61493.0,WI,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/nmsbank.html,67115.0,3429,2016,NM,5,10518,2016-03-11,DIF,PA,NM,NORTH MILWAUKEE STATE BANK,MILWAUKEE,20364.0,WI
2015-10-02,3705.0,WA,29FEB2024,FAILURE,https://fdic.gov/bank/individual/failed/hometownnatl.html,3785.0,3427,2015,N,5,10517,2015-10-02,DIF,PA,N,HOMETOWN NATIONAL BANK,LONGVIEW,35156.0,WA
2015-10-02,264234.0,GA,29FEB2024,FAILURE,https://fdic.gov/bank/individual/failed/bankofgeorgia.html,286102.0,3428,2015,NM,5,10516,2015-10-02,DIF,PA,NM,THE BANK OF GEORGIA,PEACHTREE CITY,35259.0,GA
2015-07-10,25480.0,CO,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/premier-co.html,26760.0,3426,2015,SM,5,10515,2015-07-10,DIF,PA,SM,PREMIER BANK,DENVER,34112.0,CO
2015-05-08,90007.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/edgebrook.html,90034.0,3425,2015,NM,5,10514,2015-05-08,DIF,PA,NM,EDGEBROOK BANK,CHICAGO,57772.0,IL
2015-02-27,4097734.0,PR,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/doral.html,5898515.0,3423,2015,NM,5,10513,2015-02-27,DIF,PA,NM,DORAL BANK,SAN JUAN,32102.0,PR
2015-02-13,262652.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/capitolcity.html,272311.0,3422,2015,NM,5,10512,2015-02-13,DIF,PA,NM,CAPITOL CITY BANK & TRUST COMPANY,ATLANTA,33938.0,GA
2015-01-23,53453.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/highlandcomm.html,54727.0,3421,2015,NM,5,10511,2015-01-23,DIF,PA,NM,HIGHLAND COMMUNITY BANK,CHICAGO,20290.0,IL
2015-01-16,73199.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fnbcrestview.html,73804.0,3420,2015,N,5,10510,2015-01-16,DIF,PA,N,FIRST NATIONAL BANK OF CRESTVIEW,CRESTVIEW,17557.0,FL
2014-12-19,18221.0,MN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/northernstar.html,18794.0,3419,2014,NM,5,10509,2014-12-19,DIF,PA,NM,NORTHERN STAR BANK,MANKATO,34983.0,MN
2014-11-07,76344.0,CA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/elpaseo.html,80736.0,3418,2014,SB,5,10508,2014-11-07,DIF,PA,SB,"FRONTIER BANK, FSB",PALM DESERT,34738.0,CA
2014-10-24,809638.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/nrbc.html,843118.0,3417,2014,N,5,10507,2014-10-24,DIF,PA,N,THE NATIONAL REPUBLIC BANK OF CHICAGO,CHICAGO,916.0,IL
2014-10-17,151559.0,MD,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/nbrs.html,155353.0,3416,2014,SM,5,10506,2014-10-17,DIF,PA,SM,NBRS FINANCIAL BANK,RISING SUN,4862.0,MD
2014-07-25,68722.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/greenchoice.html,70286.0,3415,2014,SB,5,10505,2014-07-25,DIF,PA,SB,"GREENCHOICE BANK, FSB",CHICAGO,28462.0,IL
2014-07-18,166875.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/eastside.html,173946.0,3414,2014,NM,5,10504,2014-07-18,DIF,PA,NM,EASTSIDE COMMERCIAL BANK,CONYERS,58125.0,GA
2014-06-27,20855.0,OK,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/freedomstate.html,22816.0,3412,2014,NM,5,10503,2014-06-27,DIF,PA,NM,THE FREEDOM STATE BANK,FREEDOM,12483.0,OK
2014-06-20,359953.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/valleybankil.html,456442.0,3410,2014,NM,5,10502,2014-06-20,DIF,PA,NM,VALLEY BANK,MOLINE,10450.0,IL
2014-06-20,66541.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/valleybankfl.html,81843.0,3411,2014,NM,5,10501,2014-06-20,DIF,PA,NM,VALLEY BANK,FORT LAUDERDALE,21793.0,FL
2014-05-30,111142.0,MD,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/slaviefederal.html,140063.0,3409,2014,SB,5,10500,2014-05-30,DIF,PA,SB,SLAVIE FEDERAL SAVINGS BANK,BEL AIR,32368.0,MD
2014-05-23,29538.0,OH,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/columbiasavings.html,36484.0,3408,2014,SI,5,10499,2014-05-23,DIF,PA,SI,COLUMBIA SAVINGS BANK,CINCINNATI,32284.0,OH
2014-05-16,65031.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/aztecamerica.html,66309.0,3407,2014,NM,5,10498,2014-05-16,DIF,PA,NM,AZTECAMERICA BANK,BERWYN,57866.0,IL
2014-04-25,49356.0,SC,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/allendale.html,49498.0,3406,2014,NM,5,10497,2014-04-25,DIF,PA,NM,ALLENDALE COUNTY BANK,FAIRFAX,15062.0,SC
2014-02-28,121704.0,VA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/millenniumbank.html,130305.0,3404,2014,N,5,10495,2014-02-28,DIF,PA,N,"MILLENNIUM BANK, NATIONAL ASSOCIATION",STERLING,35096.0,VA
2014-02-28,62472.0,PA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/vantagebank.html,63453.0,3405,2014,NM,5,10496,2014-02-28,DIF,PA,NM,VANTAGE POINT BANK,HORSHAM,58531.0,PA
2014-01-31,145813.0,ID,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/syringabank.html,153361.0,3403,2014,NM,5,10494,2014-01-31,DIF,PA,NM,SYRINGA BANK,BOISE,34296.0,ID
2014-01-24,315843.0,OK,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/bankofunion.html,317172.0,3401,2014,NM,5,10493,2014-01-24,DIF,PA,NM,THE  BANK OF UNION,EL RENO,17967.0,OK
2014-01-17,51878.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/dupage.html,53524.0,3400,2014,N,5,10492,2014-01-17,DIF,PA,N,DUPAGE NATIONAL BANK,WEST CHICAGO,5732.0,IL
2013-12-13,142640.0,TX,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/texascomm.html,159257.0,3399,2013,N,5,10491,2013-12-13,DIF,PA,N,"TEXAS COMMUNITY BANK, NATIONAL ASSOCIATION",THE WOODLANDS,57431.0,TX
2013-10-30,24591.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/jacksoncty.html,24724.0,3398,2013,NM,5,10490,2013-10-30,DIF,PA,NM,BANK OF JACKSON COUNTY,GRACEVILLE,14794.0,FL
2013-09-13,2338335.0,TX,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstnatl-tx.html,3085764.0,3396,2013,N,5,10488,2013-09-13,DIF,PA,N,FIRST NATIONAL BANK,EDINBURG,14318.0,TX
2013-09-13,25715.0,CT,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/commbank-ct.html,26368.0,3397,2013,NM,5,10489,2013-09-13,DIF,PO,NM,THE COMMUNITY'S BANK,BRIDGEPORT,57041.0,CT
2013-08-23,377672.0,TN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/communitysouth.html,386908.0,3394,2013,NM,5,10486,2013-08-23,DIF,PA,NM,COMMUNITY SOUTH BANK,PARSONS,19849.0,TN
2013-08-23,196924.0,AZ,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/sunrisebank-az.html,202179.0,3395,2013,NM,5,10487,2013-08-23,DIF,PA,NM,SUNRISE BANK OF ARIZONA,PHOENIX,34707.0,AZ
2013-08-09,40663.0,WI,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/bankofwausau.html,43564.0,3393,2013,NM,5,10485,2013-08-09,DIF,PA,NM,BANK OF WAUSAU,WAUSAU,35016.0,WI
2013-08-02,243618.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstcommswb.html,247315.0,3392,2013,NM,5,10484,2013-08-02,DIF,PA,NM,FIRST COMMUNITY BANK OF SOUTHWEST FLORIDA,FORT MYERS,34943.0,FL
2013-06-07,373366.0,TN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/mountain-tn.html,437282.0,3390,2013,N,5,10483,2013-06-07,DIF,PA,N,MOUNTAIN NATIONAL BANK,SEVIERVILLE,34789.0,TN
2013-06-06,19579.0,NV,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/1stcommerce.html,20152.0,3389,2013,NM,5,10482,2013-06-06,DIF,PA,NM,1st COMMERCE BANK,NORTH LAS VEGAS,58358.0,NV
2013-05-31,127590.0,WI,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/kenosha.html,134024.0,3388,2013,NM,5,10478,2013-05-31,DIF,PA,NM,BANKS OF WISCONSIN,KENOSHA,35386.0,WI
2013-05-14,30822.0,AZ,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/centralaz.html,31550.0,3387,2013,NM,5,10479,2013-05-14,DIF,PA,NM,CENTRAL ARIZONA BANK,SCOTTSDALE,34527.0,AZ
2013-05-10,57775.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/sunrisebank.html,60793.0,3385,2013,NM,5,10481,2013-05-10,DIF,PA,NM,SUNRISE BANK,VALDOSTA,58185.0,GA
2013-05-10,21246.0,NC,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/pisgahcommbk.html,21880.0,3386,2013,NM,5,10480,2013-05-10,DIF,PA,NM,PISGAH COMMUNITY BANK,ASHEVILLE,58701.0,NC
2013-04-26,315326.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/douglascb.html,317288.0,3383,2013,NM,5,10476,2013-04-26,DIF,PA,NM,DOUGLAS COUNTY BANK,DOUGLASVILLE,21649.0,GA
2013-04-26,104709.0,NC,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/parkway.html,109642.0,3384,2013,NM,5,10477,2013-04-26,DIF,PA,NM,PARKWAY BANK,LENOIR,57158.0,NC
2013-04-19,106348.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/heritagebank-fl.html,103960.0,3379,2013,NM,5,10475,2013-04-19,DIF,PA,NM,HERITAGE BANK OF NORTH FLORIDA,ORANGE PARK,26680.0,FL
2013-04-19,87196.0,KY,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstfederal-ky.html,92982.0,3381,2013,SB,5,10474,2013-04-19,DIF,PA,SB,FIRST FEDERAL BANK,LEXINGTON,29594.0,KY
2013-04-19,37067.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/chipola.html,37471.0,3382,2013,NM,5,10473,2013-04-19,DIF,PA,NM,CHIPOLA COMMUNITY BANK,MARIANNA,58034.0,FL
2013-04-05,41728.0,AZ,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/goldcanyon.html,42125.0,3378,2013,SM,5,10472,2013-04-05,DIF,PA,SM,GOLD CANYON BANK,GOLD CANYON,58066.0,AZ
2013-03-08,224108.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/frontier-ga.html,258840.0,3377,2013,NM,5,10471,2013-03-08,DIF,PA,NM,FRONTIER BANK,LAGRANGE,16431.0,GA
2013-02-15,54202.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/covenant-il.html,58422.0,3376,2013,NM,5,10470,2013-02-15,DIF,PA,NM,COVENANT BANK,CHICAGO,22476.0,IL
2013-01-18,49147.0,MN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/1stregents.html,49626.0,3375,2013,NM,5,10469,2013-01-18,DIF,PA,NM,1ST REGENTS BANK,ANDOVER,57157.0,MN
2013-01-11,91879.0,WA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/westside.html,91935.0,3374,2013,NM,5,10468,2013-01-11,DIF,PA,NM,WESTSIDE COMMUNITY BANK,UNIVERSITY PLACE,33997.0,WA
2012-12-14,41881.0,MO,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/cmbkozarks.html,42816.0,3373,2012,NM,5,10467,2012-12-14,DIF,PA,NM,COMMUNITY BANK OF THE OZARKS,SUNRISE,27331.0,MO
2012-11-16,108931.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/hometown.html,124561.0,3372,2012,NM,5,10466,2012-11-16,DIF,PA,NM,HOMETOWN COMMUNITYBANK,BRASELTON,57928.0,GA
2012-11-02,869440.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/cfnb.html,923959.0,3370,2012,N,5,10464,2012-11-02,DIF,PA,N,CITIZENS FIRST NATIONAL BANK,PRINCETON,3731.0,IL
2012-11-02,223309.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/heritage_fl.html,225477.0,3371,2012,NM,5,10465,2012-11-02,DIF,PA,NM,HERITAGE BANK OF FLORIDA,LUTZ,35009.0,FL
2012-10-26,395248.0,PA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/novabank.html,444710.0,3368,2012,SI,5,10463,2012-10-26,DIF,PO,SI,NOVA BANK,BERWYN,27148.0,PA
2012-10-19,173670.0,MO,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/excelbank.html,186113.0,3365,2012,NM,5,10460,2012-10-19,DIF,PA,NM,EXCEL BANK,SEDALIA,19189.0,MO
2012-10-19,64888.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firsteastside.html,65686.0,3366,2012,SB,5,10461,2012-10-19,DIF,PA,SB,FIRST EAST SIDE SAVINGS BANK,TAMARAC,28144.0,FL
2012-10-19,131579.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/gulfsouth.html,139391.0,3367,2012,NM,5,10462,2012-10-19,DIF,PA,NM,GULFSOUTH PRIVATE BANK,DESTIN,58073.0,FL
2012-09-28,316877.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstunited.html,328422.0,3364,2012,NM,5,10459,2012-09-28,DIF,PA,NM,FIRST UNITED BANK,CRETE,20685.0,IL
2012-09-14,245716.0,MO,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/truman.html,282338.0,3363,2012,SM,5,10458,2012-09-14,DIF,PA,SM,TRUMAN BANK,ST. LOUIS,27316.0,MO
2012-09-07,206809.0,MN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstcommbk_mn.html,215867.0,3362,2012,NM,5,10457,2012-09-07,DIF,PA,NM,FIRST COMMERCIAL BANK,BLOOMINGTON,35246.0,MN
2012-08-03,73001.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/waukegan.html,83679.0,3361,2012,SI,5,10456,2012-08-03,DIF,PA,SI,WAUKEGAN SAVINGS BANK,WAUKEGAN,28243.0,IL
2012-07-27,204238.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/jasper.html,206672.0,3360,2012,NM,5,10455,2012-07-27,DIF,PA,NM,JASPER BANKING COMPANY,JASPER,16240.0,GA
2012-07-20,89723.0,KS,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/heartland.html,96002.0,3354,2012,NM,5,10452,2012-07-20,DIF,PA,NM,HEARTLAND BANK,LEAWOOD,1361.0,KS
2012-07-20,171627.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/secondfederal.html,190891.0,3355,2012,SB,5,10453,2012-07-20,DIF,PA,SB,SECOND FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO,CHICAGO,27986.0,IL
2012-07-20,182114.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/cherokee.html,209021.0,3356,2012,NM,5,10450,2012-07-20,DIF,PA,NM,FIRST CHEROKEE STATE BANK,WOODSTOCK,32711.0,GA
2012-07-20,78876.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/royalpalm.html,78771.0,3357,2012,NM,5,10454,2012-07-20,DIF,PA,NM,THE ROYAL PALM BANK OF FLORIDA,NAPLES,57096.0,FL
2012-07-20,114748.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/georgiatrust.html,116890.0,3359,2012,NM,5,10451,2012-07-20,DIF,PA,NM,GEORGIA TRUST BANK,BUFORD,57847.0,GA
2012-07-13,21809.0,MO,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/glasgow.html,22341.0,3353,2012,NM,5,10449,2012-07-13,DIF,PA,NM,GLASGOW SAVINGS BANK,GLASGOW,1056.0,MO
2012-07-06,164181.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/montgomery.html,153208.0,3352,2012,NM,5,10448,2012-07-06,DIF,PA,NM,MONTGOMERY BANK & TRUST,AILEY,19498.0,GA
2012-06-15,156402.0,TN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/farmersbank.html,163859.0,3349,2012,NM,5,10447,2012-06-15,DIF,PA,NM,THE FARMERS BANK OF LYNCHBURG,LYNCHBURG,1690.0,TN
2012-06-15,160024.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/putnam.html,169489.0,3350,2012,NM,5,10445,2012-06-15,DIF,PA,NM,PUTNAM STATE BANK,PALATKA,27405.0,FL
2012-06-15,147896.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/securityexchange.html,150962.0,3351,2012,NM,5,10446,2012-06-15,DIF,PA,NM,SECURITY EXCHANGE BANK,MARIETTA,35299.0,GA
2012-06-08,44828.0,OK,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstcapital.html,44448.0,3344,2012,NM,5,10443,2012-06-08,DIF,PA,NM,FIRST CAPITAL BANK,KINGFISHER,416.0,OK
2012-06-08,42302.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/ftsb.html,43077.0,3345,2012,NM,5,10442,2012-06-08,DIF,PA,NM,FARMERS' AND TRADERS' STATE BANK,SHABBONA,9257.0,IL
2012-06-08,472704.0,NC,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/waccamaw.html,533114.0,3346,2012,SM,5,10444,2012-06-08,DIF,PA,SM,WACCAMAW BANK,WHITEVILLE,34515.0,NC
2012-06-08,53082.0,SC,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/carolina.html,54373.0,3348,2012,SB,5,10441,2012-06-08,DIF,PA,SB,CAROLINA FEDERAL SAVINGS BANK,CHARLESTON,35372.0,SC
2012-05-18,45149.0,AL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/alabamatrust.html,51553.0,3343,2012,N,5,10440,2012-05-18,DIF,PA,N,"ALABAMA TRUST BANK, NATIONAL ASSOCIATION",SYLACAUGA,35224.0,AL
2012-05-04,99067.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/securitybank.html,101026.0,3342,2012,N,5,10439,2012-05-04,DIF,PA,N,"SECURITY BANK, NATIONAL ASSOCIATION",NORTH LAUDERDALE,23156.0,FL
2012-04-27,129023.0,CA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/palmdesert.html,129253.0,3337,2012,N,5,10437,2012-04-27,DIF,PA,N,PALM DESERT NATIONAL BANK,PALM DESERT,23632.0,CA
2012-04-27,150951.0,MD,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/easternshore.html,162460.0,3338,2012,SM,5,10434,2012-04-27,DIF,DINB,SM,BANK OF THE EASTERN SHORE,CAMBRIDGE,26759.0,MD
2012-04-27,458053.0,MN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/interbank.html,463840.0,3339,2012,SB,5,10436,2012-04-27,DIF,PA,SB,"INTER SAVINGS BANK, FSB D/B/A/ INTERBANK, FSB",MAPLE GROVE,31495.0,MN
2012-04-27,415943.0,SC,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/plantation.html,433512.0,3340,2012,SB,5,10438,2012-04-27,DIF,PA,SB,PLANTATION FEDERAL BANK,PAWLEYS ISLAND,32503.0,SC
2012-04-27,145534.0,MD,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/harvest.html,163019.0,3341,2012,NM,5,10435,2012-04-27,DIF,PA,NM,HARVEST BANK OF MARYLAND,GAITHERSBURG,57766.0,MD
2012-04-20,47786.0,NJ,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fortlee.html,48861.0,3333,2012,SB,5,10433,2012-04-20,DIF,PA,SB,"FORT LEE FEDERAL SAVINGS BANK, FSB",FORT LEE,35527.0,NJ
2012-03-30,747640.0,MI,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fidelity.html,818237.0,3332,2012,NM,5,10432,2012-03-30,DIF,PA,NM,FIDELITY BANK,DEARBORN,33883.0,MI
2012-03-23,198953.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/premier-il.html,268703.0,3330,2012,NM,5,10431,2012-03-23,DIF,PA,NM,PREMIER BANK,WILMETTE,35419.0,IL
2012-03-23,90632.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/covenant.html,95725.0,3331,2012,NM,5,10430,2012-03-23,DIF,PA,NM,CONVENANT BANK & TRUST,ROCK SPRING,58068.0,GA
2012-03-09,72399.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/newcity.html,71202.0,3329,2012,NM,5,10429,2012-03-09,DIF,PO,NM,NEW CITY BANK,CHICAGO,57597.0,IL
2012-03-02,116813.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/global.html,143678.0,3328,2012,NM,5,10428,2012-03-02,DIF,PA,NM,GLOBAL COMMERCE BANK,DORAVILLE,34046.0,GA
