Date_of_resolution,Quasi-bid_deposits,Postal_code,Cost_recent_date,Resolution_type,URL_link,Quasi-bid_assets,Identification,Year_of_failure,Charter_class,Fund,Financial_institution_number,Date_of_failure,Savings_ratio,Additional_resolution_info,Additional_charter_class_info,Bank_Name,City,Certification,State
1990-02-01,167278.0,TX,29FEB2024,FAILURE,na,175696.0,1581,1989,N,1,4044,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/MCKINNEY, NA",MCKINNEY,3331.0,TX
1990-02-01,86165.0,TX,29FEB2024,FAILURE,na,82026.0,1582,1989,N,1,4045,1989-07-20,FDIC,PA,N,TEXAS AMERICAN BANK/BRECKENRIDGE,BRECKENRIDGE,13973.0,TX
1990-02-01,207371.0,TX,29FEB2024,FAILURE,na,218186.0,1583,1989,N,1,4053,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/AMARILLO, NA",AMARILLO,15332.0,TX
1990-02-01,179092.0,TX,29FEB2024,FAILURE,na,195037.0,1584,1989,NM,1,4056,1989-07-20,FDIC,PA,NM,TEXAS AMERICAN BANK/LEVELLAND,LEVELLAND,16209.0,TX
1990-02-01,262833.0,TX,29FEB2024,FAILURE,na,229694.0,1585,1989,N,1,4042,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/DALLAS, NA",DALLAS,16345.0,TX
1989-07-20,177847.0,OK,29FEB2024,FAILURE,na,164978.0,1586,1989,N,1,4034,1989-07-20,FDIC,PA,N,UTICA NATIONAL BANK & TRUST COMP,TULSA,17198.0,OK
1990-02-01,131652.0,TX,29FEB2024,FAILURE,na,135159.0,1587,1989,N,1,4054,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/MIDLAND, NA",MIDLAND,17421.0,TX
1990-02-01,181575.0,TX,29FEB2024,FAILURE,na,127093.0,1588,1989,N,1,4058,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/AUSTIN, NA",AUSTIN,18070.0,TX
1990-02-01,352793.0,TX,29FEB2024,FAILURE,na,289594.0,1589,1989,N,1,4051,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/GALLERIA, NA",HOUSTON,18307.0,TX
1990-02-01,64707.0,TX,29FEB2024,FAILURE,na,64989.0,1590,1989,N,1,4041,1989-07-20,FDIC,PA,N,TEXAS AMERICAN BANK/WICHITA FALLS,WICHITA FALLS,18372.0,TX
1990-02-01,215660.0,TX,29FEB2024,FAILURE,na,213385.0,1592,1989,N,1,4040,1989-07-20,FDIC,PA,N,TEXAS AMERICAN BANK/DUNCANVILLE,DUNCANVILLE,18392.0,TX
1990-02-01,40444.0,TX,29FEB2024,FAILURE,na,36015.0,1593,1989,N,1,4052,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/SOUTHWEST, NA",STAFFORD,20512.0,TX
1990-02-01,139943.0,TX,29FEB2024,FAILURE,na,153843.0,1594,1989,N,1,4047,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/TYLER, NA",TYLER,20722.0,TX
1990-02-01,64208.0,TX,29FEB2024,FAILURE,na,62628.0,1595,1989,N,1,4037,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/FORUM, NA",ARLINGTON,20966.0,TX
1990-02-01,70082.0,TX,29FEB2024,FAILURE,na,68011.0,1596,1989,N,1,4055,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/TEMPLE, NA",TEMPLE,21838.0,TX
1990-02-01,49544.0,TX,29FEB2024,FAILURE,na,49842.0,1597,1989,N,1,4035,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/PRESTONWOOD,",DALLAS,22234.0,TX
1990-02-01,68463.0,TX,29FEB2024,FAILURE,na,62777.0,1598,1989,N,1,4038,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/LBJ, NA",DALLAS,22317.0,TX
1990-02-01,47490.0,TX,29FEB2024,FAILURE,na,48380.0,1599,1989,N,1,4046,1989-07-20,FDIC,PA,N,TEXAS AMERICAN BANK/FARMERS BRANCH,FARMERS BRANCH,23093.0,TX
1990-02-01,42365.0,TX,29FEB2024,FAILURE,na,44458.0,1600,1989,N,1,4050,1989-07-20,FDIC,PA,N,TEXAS AMERICAN BANK/RICHARDSON,RICHARDSON,23175.0,TX
1990-02-01,91439.0,TX,29FEB2024,FAILURE,na,90055.0,1601,1989,N,1,4049,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/LONGVIEW, NA",LONGVIEW,23262.0,TX
1990-02-01,31530.0,TX,29FEB2024,FAILURE,na,32656.0,1603,1989,NM,1,4039,1989-07-20,FDIC,PA,NM,TEXAS AMERICAN BANK/GREATER SOUTH,GRAND PRAIRIE,23672.0,TX
1990-02-01,36159.0,TX,29FEB2024,FAILURE,na,34760.0,1604,1989,N,1,4048,1989-07-20,FDIC,PA,N,"TEXAS AMERICAN BANK/PLANO, NA",PLANO,24365.0,TX
1989-07-20,35643.0,TX,29FEB2024,FAILURE,na,35964.0,1605,1989,N,1,5978,1989-07-20,FDIC,IDT,N,FALLBROOK NATIONAL BANK,HOUSTON,25854.0,TX
1990-06-15,164252.0,TN,29FEB2024,FAILURE,na,204269.0,1606,1989,SL,2,7066,1989-07-20,RTC,PA,SL,HOME FEDERAL S & L ASSOC.,MEMPHIS,27978.0,TN
1990-05-08,47273.0,IL,29FEB2024,FAILURE,na,46305.0,1607,1989,SL,2,6990,1989-07-20,RTC,IDT,SL,PEOPLES S & L ASSOC.,STREATOR,29428.0,IL
1990-06-15,194004.0,NM,29FEB2024,FAILURE,na,240741.0,1608,1989,SL,2,7074,1989-07-20,RTC,PA,SL,NEW MEXICO FSA,ALBUQUERQUE,31350.0,NM
1990-11-30,14881.0,LA,29FEB2024,FAILURE,na,14723.0,1609,1989,SB,2,7231,1989-07-20,RTC,PO,SB,PARISH FEDERAL S & L ASSOC.,DENHAM SPRINGS,31984.0,LA
1991-03-08,1184116.0,FL,29FEB2024,FAILURE,na,1576500.0,1610,1989,SL,2,7281,1989-07-20,RTC,PA,SL,COMMONWEALTH FEDERAL S & L,FORT LAUDERDALE,32076.0,FL
1990-05-04,39974.0,CA,29FEB2024,FAILURE,na,40721.0,1611,1989,SL,2,6988,1989-07-20,RTC,PA,SL,SIERRA S & L ASSOC.,BEVERLY HILLS,32428.0,CA
1990-05-04,25043.0,CA,29FEB2024,FAILURE,na,24877.0,1612,1989,SL,2,6986,1989-07-20,RTC,PO,SL,AMERICAN INTERSTATE SA,LOS ANGELES,32475.0,CA
1989-07-14,32672.0,TX,29FEB2024,FAILURE,na,34710.0,1576,1989,N,1,5977,1989-07-14,FDIC,IDT,N,"INDEPENDENT BANK, NATIONAL ASSOC",COPPELL,25813.0,TX
1989-07-13,14646.0,LA,29FEB2024,FAILURE,na,15243.0,1568,1989,NM,1,4032,1989-07-13,FDIC,PA,NM,THE STERLINGTON BANK,STERLINGTON,16839.0,LA
1989-07-13,34771.0,TX,29FEB2024,FAILURE,na,34694.0,1570,1989,N,1,4033,1989-07-13,FDIC,PA,N,NATIONAL BANK OF COMMERCE OF BROWNSVILLE,BROWNSVILLE,19431.0,TX
1989-07-13,8015.0,CO,29FEB2024,FAILURE,na,8276.0,1571,1989,N,1,5976,1989-07-13,FDIC,IDT,N,BENNETT NATIONAL BANK,BENNETT,24741.0,CO
1990-06-15,415656.0,TX,29FEB2024,FAILURE,na,373721.0,1572,1989,SL,2,7067,1989-07-13,RTC,PA,SL,FIRST SAVINGS & LOAN,WACO,27874.0,TX
1990-05-18,92273.0,IN,29FEB2024,FAILURE,na,81022.0,1573,1989,SL,2,7016,1989-07-13,RTC,PA,SL,PIONEER SAVINGS FA,PLYMOUTH,28609.0,IN
1990-05-11,17173.0,OK,29FEB2024,FAILURE,na,16802.0,1574,1989,SL,2,6997,1989-07-13,RTC,IDT,SL,CROSS ROADS S & LA,CHECOTAH,32154.0,OK
1990-05-18,110411.0,TX,29FEB2024,FAILURE,na,112421.0,1575,1989,SL,2,7017,1989-07-13,RTC,PA,SL,CORNERSTONE FEDERAL SAVINGS,HOUSTON,32398.0,TX
1989-07-05,5019.0,MO,29FEB2024,FAILURE,na,5042.0,1567,1989,NM,1,5975,1989-07-05,FDIC,IDT,NM,102 VALLEY BANK,HOPKINS,17405.0,MO
1989-06-30,46739.0,TX,29FEB2024,FAILURE,na,44549.0,1565,1989,N,1,4031,1989-06-30,FDIC,PA,N,FIRST NATIONAL BANK OF RICHARDSON,RICHARDSON,19069.0,TX
1989-06-30,35780.0,TX,29FEB2024,FAILURE,na,40565.0,1566,1989,N,1,5974,1989-06-30,FDIC,IDT,N,"INDEPENDENT BANK-EAST, NATIONAL",ROCKWALL,21155.0,TX
1989-06-29,11777.0,TX,29FEB2024,FAILURE,na,11963.0,1554,1989,NM,1,4029,1989-06-29,FDIC,PA,NM,NEW ULM STATE BANK,NEW ULM,11926.0,TX
1989-06-29,8480.0,TX,29FEB2024,FAILURE,na,8010.0,1555,1989,NM,1,4030,1989-06-29,FDIC,PA,NM,HOBBY COMMUNITY BANK,HOUSTON,26969.0,TX
1990-04-27,127327.0,CA,29FEB2024,FAILURE,na,126419.0,1556,1989,SL,2,6971,1989-06-29,RTC,PA,SL,FIRST FED. S & L ASSOC.,BAKERSFIELD,28119.0,CA
1990-05-18,24322.0,VA,29FEB2024,FAILURE,na,23943.0,1559,1989,SL,2,7006,1989-06-29,RTC,PA,SL,PEOPLES S & L ASSOC.,HAMPTON,28378.0,VA
1990-09-07,500715.0,MO,29FEB2024,FAILURE,na,661088.0,1560,1989,SL,2,7165,1989-06-29,RTC,PA,SL,MISSOURI SAVINGS ASSOCIATION,CLAYTON,28581.0,MO
1991-10-25,855717.0,TX,29FEB2024,FAILURE,na,882849.0,1561,1989,SL,2,2100,1989-06-29,RTC,PO,SL,VICTORIA SA,SAN ANTONIO,29378.0,TX
1990-04-27,67577.0,MO,29FEB2024,FAILURE,na,76660.0,1562,1989,SL,2,6968,1989-06-29,RTC,IDT,SL,MID MISSOURI S & L ASSOC.,BOONVILLE,31019.0,MO
1990-05-15,25285.0,IL,29FEB2024,FAILURE,na,29564.0,1563,1989,SB,2,7004,1989-06-29,RTC,IDT,SB,"AMERIMAC SAVINGS BANK, FS",HILLSBORO,31326.0,IL
1990-04-27,28646.0,CA,29FEB2024,FAILURE,na,29396.0,1564,1989,SL,2,6972,1989-06-29,RTC,IDT,SL,THE GUARDIAN FED. S & L ASSOC.,BAKERSFIELD,32142.0,CA
1989-06-22,6930.0,TX,29FEB2024,FAILURE,na,6504.0,1550,1989,N,1,4028,1989-06-22,FDIC,PA,N,PRESTON NORTH NATIONAL BANK,DALLAS,24630.0,TX
1989-09-21,90802.0,GA,29FEB2024,FAILURE,na,93297.0,1551,1989,SB,2,6920,1989-06-22,RTC,IDT,SB,HABERSHAM FEDERAL SA,CORNELIA,27924.0,GA
1990-06-22,629870.0,GA,29FEB2024,FAILURE,na,880160.0,1552,1989,SB,2,7078,1989-06-22,RTC,PA,SB,GREAT SOUTHERN FEDERAL SAVINGS,SAVANNAH,29507.0,GA
1990-06-22,49767.0,GA,29FEB2024,FAILURE,na,54422.0,1553,1989,SL,2,7076,1989-06-22,RTC,PA,SL,FIRST FED. S & L ASSOC.,AMERICUS,30458.0,GA
1989-06-21,383002.0,NY,29FEB2024,FAILURE,na,409389.0,1549,1989,N,1,5973,1989-06-21,FDIC,PO,N,"GUARDIAN BANK, N.A.",HEMPSTEAD,20681.0,NY
1989-06-15,6560.0,CO,29FEB2024,FAILURE,na,6914.0,1545,1989,NM,1,4027,1989-06-15,FDIC,PA,NM,NORTHERN BANK & TRUST,FORT COLLINS,21999.0,CO
1989-06-15,21000.0,TX,29FEB2024,FAILURE,na,21327.0,1547,1989,NM,1,4026,1989-06-15,FDIC,PA,NM,HELOTES STATE BANK,HELOTES,23695.0,TX
1989-06-15,17233.0,TX,29FEB2024,FAILURE,na,15962.0,1548,1989,N,1,5972,1989-06-15,FDIC,IDT,N,"CAPITAL BANK-NORTHWEST, NATIONAL",SAN ANTONIO,25308.0,TX
1990-05-31,4130994.0,AZ,29FEB2024,FAILURE,na,5654683.0,1543,1989,SL,2,7032,1989-06-14,RTC,PA,SL,WESTERN SAVINGS & LOAN,PHOENIX,28597.0,AZ
1990-11-30,892888.0,AZ,29FEB2024,FAILURE,na,1046842.0,1544,1989,SL,2,7240,1989-06-14,RTC,IDT,SL,SUN STATE SAVINGS & LOAN,PHOENIX,31997.0,AZ
1989-06-09,13150.0,MT,29FEB2024,FAILURE,na,14553.0,1542,1989,NM,1,4025,1989-06-09,FDIC,PA,NM,TREASURE STATE BANK,GLASGOW,22612.0,MT
1989-06-08,10686.0,TX,29FEB2024,FAILURE,na,10697.0,1537,1989,SM,1,5969,1989-06-08,FDIC,PO,SM,FULSHEAR STATE BANK,FULSHEAR,23945.0,TX
1989-06-08,8360.0,TX,29FEB2024,FAILURE,na,7536.0,1538,1989,N,1,5970,1989-06-08,FDIC,IDT,N,LAKE COUNTRY NATIONAL BANK,BURNET,24542.0,TX
1989-06-08,13608.0,TX,29FEB2024,FAILURE,na,13286.0,1539,1989,SM,1,5971,1989-06-08,FDIC,IDT,SM,FIRST AMERICAN BANK,SAN ANTONIO,26547.0,TX
1991-08-02,101253.0,OH,29FEB2024,FAILURE,na,98696.0,1540,1989,SL,2,7382,1989-06-08,RTC,PA,SL,CIVIC SAVINGS BANK,PORTSMOUTH,28625.0,OH
1990-05-25,1797508.0,PA,29FEB2024,FAILURE,na,2492405.0,1541,1989,SL,2,7021,1989-06-08,RTC,PA,SL,"HORIZON FINANCIAL, FA",SOUTHAMPTON,29830.0,PA
1989-05-31,11060.0,OK,29FEB2024,FAILURE,na,11698.0,1536,1989,NM,1,4024,1989-05-31,FDIC,PA,NM,THE FIRST STATE BANK,FORGAN,6012.0,OK
1989-05-25,68277.0,TX,29FEB2024,FAILURE,na,67505.0,1534,1989,N,1,4023,1989-05-25,FDIC,PA,N,LIBERTY NATIONAL BANK,DALLAS,23108.0,TX
1989-05-24,27111.0,LA,29FEB2024,FAILURE,na,29468.0,1531,1989,NM,1,4021,1989-05-24,FDIC,PA,NM,COMMERCE AND ENERGY BANK,LAFAYETTE,23545.0,LA
1989-05-24,29215.0,LA,29FEB2024,FAILURE,na,29422.0,1532,1989,NM,1,4022,1989-05-24,FDIC,PA,NM,FIRST EASTERN BANK & TRUST COMPANY,NEW ORLEANS,24595.0,LA
1989-05-24,6578.0,CO,29FEB2024,FAILURE,na,6901.0,1533,1989,SM,1,5968,1989-05-24,FDIC,PO,SM,BANK OF AURORA,AURORA,24917.0,CO
1989-05-19,13246.0,AZ,29FEB2024,FAILURE,na,14607.0,1530,1989,NM,1,5967,1989-05-19,FDIC,IDT,NM,GRAND CANYON STATE BANK,SCOTTSDALE,23753.0,AZ
1989-05-18,37106.0,TX,29FEB2024,FAILURE,na,34808.0,1526,1989,NM,1,4018,1989-05-18,FDIC,PA,NM,SECURITY BANK & TRUST COMPANY,WHARTON,1220.0,TX
1989-05-18,11559.0,TX,29FEB2024,FAILURE,na,10864.0,1527,1989,N,1,4017,1989-05-18,FDIC,PA,N,THE FIRST NATIONAL BANK OF GORDON,GORDON,3223.0,TX
1989-05-18,23343.0,KS,29FEB2024,FAILURE,na,24023.0,1528,1989,N,1,4019,1989-05-18,FDIC,PA,N,FIRST NATIONAL BANK AT OSWEGO,OSWEGO,4749.0,KS
1989-05-18,8525.0,OK,29FEB2024,FAILURE,na,8078.0,1529,1989,N,1,4020,1989-05-18,FDIC,PA,N,"THE BANK OF EDMOND, NATIONAL ASSOC",EDMOND,25218.0,OK
1989-05-12,3925.0,WV,29FEB2024,FAILURE,na,3986.0,1525,1989,NM,1,4016,1989-05-12,FDIC,PA,NM,LEWIS COUNTY SAVINGS AND LOAN CO,WESTON,26636.0,WV
1989-05-11,13907.0,TX,29FEB2024,FAILURE,na,13794.0,1523,1989,NM,1,4015,1989-05-11,FDIC,PA,NM,LEXINGTON STATE BANK,LEXINGTON,11918.0,TX
1989-05-04,55294.0,TX,29FEB2024,FAILURE,na,52033.0,1520,1989,N,1,4012,1989-05-04,FDIC,PA,N,KATY NATIONAL BANK,KATY,17436.0,TX
1989-05-04,30497.0,LA,29FEB2024,FAILURE,na,28297.0,1521,1989,N,1,4013,1989-05-04,FDIC,PA,N,FIRST NATIONAL BANK OF EAST BATON ROUGE,BATON ROUGE,24318.0,LA
1989-05-04,22175.0,TX,29FEB2024,FAILURE,na,20561.0,1522,1989,NM,1,4014,1989-05-04,FDIC,PA,NM,GREATER TEXAS BANK LEANDER,LEANDER,24657.0,TX
1989-04-27,8342.0,CO,29FEB2024,FAILURE,na,9666.0,1514,1989,N,1,4011,1989-04-27,FDIC,PA,N,"BANK OF LAKEWOOD, NATIONAL ASSOC",LAKEWOOD,23735.0,CO
1989-04-27,7648.0,FL,29FEB2024,FAILURE,na,6594.0,1515,1989,N,1,4010,1989-04-27,FDIC,PA,N,SEMINOLE NATIONAL BANK,HOLLYWOOD,25794.0,FL
1990-04-27,181399.0,CA,29FEB2024,FAILURE,na,188286.0,1516,1989,SL,2,6973,1989-04-27,RTC,IDT,SL,"WESTCO SAVINGS BANK, FSB",WILMINGTON,28508.0,CA
1990-11-16,791774.0,CA,29FEB2024,FAILURE,na,896825.0,1517,1989,SL,2,7229,1989-04-27,RTC,PA,SL,SOUTHWEST FEDERAL SAVINGS ASSOC.,LOS ANGELES,30262.0,CA
1990-09-28,174853.0,NJ,29FEB2024,FAILURE,na,168244.0,1518,1989,SL,2,7196,1989-04-27,RTC,PA,SL,METROPOLITAN FED. S & L ASSOC.,DENVILLE,30374.0,NJ
1989-12-19,33632.0,SC,29FEB2024,FAILURE,na,35353.0,1519,1989,SB,2,6945,1989-04-27,RTC,PA,SB,SEABANK FED. SAVINGS BANK,MYRTLE BEACH,32231.0,SC
1989-04-21,797169.0,AK,29FEB2024,FAILURE,na,778973.0,1512,1989,NM,1,4009,1989-04-21,FDIC,PA,NM,ALLIANCE BANK,ANCHORAGE,18462.0,AK
1989-04-20,9349.0,TX,29FEB2024,FAILURE,na,9419.0,1509,1989,NM,1,4007,1989-04-20,FDIC,PA,NM,FIRST STATE BANK,DEANVILLE,17020.0,TX
1989-04-20,52327.0,TX,29FEB2024,FAILURE,na,53860.0,1510,1989,NM,1,4006,1989-04-20,FDIC,PA,NM,TRAVIS BANK AND TRUST,AUSTIN,20053.0,TX
1989-04-20,12613.0,TX,29FEB2024,FAILURE,na,12204.0,1511,1989,N,1,4008,1989-04-20,FDIC,PA,N,CONTINENTAL NATIONAL BANK,SAN ANTONIO,22099.0,TX
1991-03-08,4193981.0,CA,29FEB2024,FAILURE,na,4857204.0,1508,1989,SL,2,7283,1989-04-14,RTC,PA,SL,LINCOLN SAVINGS & LOAN,IRVINE,29642.0,CA
1989-04-13,61001.0,OK,29FEB2024,FAILURE,na,58267.0,1506,1989,N,1,4005,1989-04-13,FDIC,PA,N,"ALLIED OKLAHOMA BANK, NATIONAL ASSOC",OKLAHOMA CITY,19752.0,OK
1989-04-13,61820.0,FL,29FEB2024,ASSISTANCE,na,55007.0,1507,1989,SL,3,1793,1989-04-13,FSLIC,A/A,SL,TROPICAL FS&LA,MIAMI,32108.0,FL
1989-04-12,57210.0,TX,29FEB2024,FAILURE,na,65781.0,1505,1989,NM,1,4004,1989-04-12,FDIC,PA,NM,THE COMMONWEALTH BANK,BELLAIRE,22151.0,TX
1989-04-06,24092.0,TX,29FEB2024,FAILURE,na,23286.0,1462,1989,N,1,4002,1989-04-06,FDIC,PA,N,FIRST NATIONAL BANK OF NOCONA,NOCONA,3366.0,TX
1989-04-06,44659.0,LA,29FEB2024,FAILURE,na,47115.0,1463,1989,N,1,4003,1989-04-06,FDIC,PA,N,ST. TAMMANY NATIONAL BANK,MANDEVILLE,23389.0,LA
1990-11-16,426296.0,TX,29FEB2024,FAILURE,na,616052.0,1464,1989,SL,2,7227,1989-04-06,RTC,PO,SL,RESOURCE SA,DENISON,27638.0,TX
1990-03-02,82680.0,TX,29FEB2024,FAILURE,na,105980.0,1465,1989,SB,2,6958,1989-04-06,RTC,PA,SB,CENTENNIAL SAVINGS BANK,GREENVILLE,27655.0,TX
1990-04-27,95454.0,IL,29FEB2024,FAILURE,na,100959.0,1466,1989,SL,2,6969,1989-04-06,RTC,PA,SL,LIBERTYVILLE FED. S & L ASSOC.,LIBERTYVILLE,27663.0,IL
1990-05-18,332070.0,MO,29FEB2024,FAILURE,na,385144.0,1467,1989,SL,2,7014,1989-04-06,RTC,PA,SL,FIRST FED. S & L OF SOUTHEAST MO.,CAPE GIRARDEAU,27775.0,MO
1990-06-01,46245.0,KS,29FEB2024,FAILURE,na,53903.0,1468,1989,SL,2,7036,1989-04-06,RTC,IDT,SL,FIRST OF KANSAS SAVINGS,HAYS,27777.0,KS
1990-05-04,55660.0,IL,29FEB2024,FAILURE,na,55556.0,1470,1989,SL,2,6980,1989-04-06,RTC,IDT,SL,FIRST FED. SAVINGS BANK,EAST ALTON,28228.0,IL
1990-06-22,65752.0,MO,29FEB2024,FAILURE,na,52439.0,1471,1989,SL,2,7089,1989-04-06,RTC,IDT,SL,CASS FS & LA OF ST. LOUIS,FLORISSANT,29017.0,MO
1990-05-18,681014.0,CO,29FEB2024,FAILURE,na,720437.0,1472,1989,SL,2,7018,1989-04-06,RTC,PA,SL,AMERICAN FS & LA OF COLORADO,COLORADO SPRINGS,29073.0,CO
1990-06-15,58862.0,IA,29FEB2024,FAILURE,na,60582.0,1473,1989,SL,2,7061,1989-04-06,RTC,PA,SL,FIRST FS & LA OF ESTHERVILLE,ESTHERVILLE,29408.0,IA
1990-04-27,173078.0,MO,29FEB2024,FAILURE,na,161427.0,1474,1989,SL,2,6967,1989-04-06,RTC,PA,SL,FINANCIAL FEDERAL SA,JOPLIN,29458.0,MO
1990-11-02,211337.0,TX,29FEB2024,FAILURE,na,216105.0,1475,1989,SL,2,7210,1989-04-06,RTC,PA,SL,CENTRAL TEXAS S & LA,WACO,30444.0,TX
1989-08-18,90792.0,IA,29FEB2024,FAILURE,na,61788.0,1476,1989,SL,2,6908,1989-04-06,RTC,PO,SL,SIOUX VALLEY S & LA,CHEROKEE,30518.0,IA
1990-09-14,4999.0,CO,29FEB2024,FAILURE,na,4467.0,1477,1989,SB,2,7176,1989-04-06,RTC,PO,SB,EQUITY FEDERAL SAVINGS BANK,DENVER,30705.0,CO
1990-12-14,158926.0,TX,29FEB2024,FAILURE,na,146706.0,1478,1989,SL,2,7252,1989-04-06,RTC,PO,SL,EXCEL BANC SAVINGS ASSOC.,LAREDO,30990.0,TX
1990-05-11,9772.0,MS,29FEB2024,FAILURE,na,8656.0,1479,1989,SL,2,6994,1989-04-06,RTC,PA,SL,STATE MUTUAL FED. S & L ASSOC.,JACKSON,31252.0,MS
1990-04-27,146382.0,TX,29FEB2024,FAILURE,na,177727.0,1481,1989,SL,2,6966,1989-04-06,RTC,PA,SL,HERITAGE BANC SAVINGS,DUNCANVILLE,31334.0,TX
1990-06-29,85165.0,MS,29FEB2024,FAILURE,na,43367.0,1482,1989,SB,2,7106,1989-04-06,RTC,IDT,SB,REPUBLIC BANK FOR SAVINGS,JACKSON,31542.0,MS
1990-05-18,27926.0,CA,29FEB2024,FAILURE,na,20309.0,1483,1989,SL,2,7019,1989-04-06,RTC,IDT,SL,CITY FEDERAL S & L ASSOC.,OAKLAND,31691.0,CA
1991-01-18,166509.0,CA,29FEB2024,FAILURE,na,134696.0,1484,1989,SL,2,7272,1989-04-06,RTC,IDT,SL,FOUNDERS FEDERAL S & L,LOS ANGELES,31697.0,CA
1989-10-20,361620.0,CA,29FEB2024,FAILURE,na,440004.0,1485,1989,SL,2,6941,1989-04-06,RTC,IDT,SL,INDEPENDENCE S & L ASSOC.,VALLEJO,31766.0,CA
1990-09-28,72912.0,MS,29FEB2024,FAILURE,na,52091.0,1486,1989,SL,2,7192,1989-04-06,RTC,IDT,SL,CENTRAL S & L ASSOC.,JACKSON,31831.0,MS
1990-06-29,13814.0,MS,29FEB2024,FAILURE,na,10280.0,1487,1989,SL,2,7105,1989-04-06,RTC,IDT,SL,DELTA FS & LA,DREW,31855.0,MS
1990-05-04,88145.0,CA,29FEB2024,FAILURE,na,60227.0,1488,1989,SL,2,6987,1989-04-06,RTC,PO,SL,ARROWHEAD PACIFIC FEDERAL SAVINGS,SAN BERNARDINO,32045.0,CA
1990-04-13,434862.0,TX,29FEB2024,FAILURE,na,48872.0,1489,1989,SL,2,6962,1989-04-06,RTC,IDT,SL,MERIDIAN SAVING ASSOCIATION,ARLINGTON,32048.0,TX
1990-06-08,126174.0,CA,29FEB2024,FAILURE,na,72701.0,1490,1989,SL,2,7056,1989-04-06,RTC,PA,SL,GATEWAY FEDERAL SAVINGS BANK,OAKLAND,32059.0,CA
1990-05-11,68684.0,CA,29FEB2024,FAILURE,na,66747.0,1492,1989,SL,2,7002,1989-04-06,RTC,IDT,SL,WASHINGTON S & L ASSOC.,STOCKTON,32087.0,CA
1990-05-11,35528.0,CA,29FEB2024,FAILURE,na,34356.0,1493,1989,SL,2,7001,1989-04-06,RTC,IDT,SL,ROYAL OAK S & L ASSOC.,MANTECA,32132.0,CA
1990-05-11,61915.0,CA,29FEB2024,FAILURE,na,71844.0,1494,1989,SL,2,7003,1989-04-06,RTC,PA,SL,CABRILLO FEDERAL SAVINGS BANK,SAN JOSE,32146.0,CA
1989-08-25,34047.0,CA,29FEB2024,FAILURE,na,33332.0,1495,1989,SL,2,6912,1989-04-06,RTC,IDT,SL,CITY S & L ASSOC.,WESTLAKE VILLAGE,32197.0,CA
1990-08-24,18539.0,TX,29FEB2024,FAILURE,na,20520.0,1496,1989,SB,2,7148,1989-04-06,RTC,PO,SB,GOLDEN CIRCLE SA,CORSICANA,32225.0,TX
1990-05-04,135275.0,MS,29FEB2024,FAILURE,na,116410.0,1497,1989,SB,2,6977,1989-04-06,RTC,PA,SB,FIDELITY FSB,CORINTH,32259.0,MS
1989-09-08,31689.0,TX,29FEB2024,FAILURE,na,33512.0,1498,1989,SB,2,6913,1989-04-06,RTC,IDT,SB,AMERICAN FEDERAL SAVINGS BANK,AUSTIN,32268.0,TX
1990-04-20,102691.0,TX,29FEB2024,FAILURE,na,90784.0,1499,1989,SL,2,6965,1989-04-06,RTC,PA,SL,BEDFORD SAVINGS ASSOC.,BEDFORD,32278.0,TX
1989-08-10,37040.0,TX,29FEB2024,FAILURE,na,43136.0,1500,1989,SL,2,6903,1989-04-06,RTC,IDT,SL,PARK CITIES SAVINGS ASSOCIATION,DALLAS,32279.0,TX
1989-09-22,52295.0,CA,29FEB2024,FAILURE,na,35081.0,1501,1989,SL,2,6924,1989-04-06,RTC,PO,SL,UNIFIED SAVINGS FS & LA,NORTHRIDGE,32506.0,CA
1989-08-25,28992.0,CA,29FEB2024,FAILURE,na,18736.0,1503,1989,SL,2,6911,1989-04-06,RTC,IDT,SL,PERPETUAL SAVINGS ASSOCIATION,SANTA ANA,32528.0,CA
1989-09-22,194491.0,CA,29FEB2024,FAILURE,na,161360.0,1504,1989,SL,2,6925,1989-04-06,RTC,IDT,SL,FIRST CALIFORNIA SAVINGS,ORANGE,32560.0,CA
1990-06-08,1168399.0,TX,29FEB2024,FAILURE,na,1440640.0,1461,1989,SL,2,7051,1989-04-05,RTC,PA,SL,MURRAY SAVINGS ASSOCIATION,DALLAS,31256.0,TX
1989-03-31,683356.0,MA,29FEB2024,FAILURE,na,880658.0,1455,1989,SI,1,5963,1989-03-31,FDIC,IDT,SI,FIRST SERVICE BANK FOR SAVINGS,LEOMINSTER,21973.0,MA
